name,description,price,category,image_url,tags,age_min,age_max,capacity
Mega Wire,Steady-hand challenge game with an electrified wire course. Guide the loop without touching the wire—buzzer sounds when you slip!,349,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/mega-wire-1769233470238.jpg,electronic-game;game;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly,6.0,,
Revolution,Spinning wheel challenge that tests timing and reflexes. Stop the wheel at the right moment to score points.,349,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/electronic-games/20251120-142927.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;high-throughput;large-event-friendly,6.0,,
Snatch It,Speed grabbing game where players race to snatch lit targets. Quick reflexes win in this fast-paced competition.,349,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/electronic-games/20251120-142605.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,6.0,,
Balloon Pop,"Great for any event, Balloon Pop offers engaging entertainment with safety-first design, ensuring all participants enjoy a worry-free experience. Comes with table and red skirt",115,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/baloonpop.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
Clown Tooth Knockout,"Ideal for events, Clown Tooth Knockout offers safe, engaging fun. Perfect for school functions or corporate parties, accommodating two players.",115,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/clowntooth.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,5.0,,
Mini Cornhole,"""Ideal for events, Mini Cornhole offers safe fun, promoting friendly competition and teamwork, perfect for corporate gatherings or family celebrations.""",115,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/mini-cornhole.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly;cornhole,,,
Ring A Bottle,"""Ideal for all ages, the Ring A Bottle carnival game ensures safe, competitive fun, fitting easily into any event's setup area.""",115,Electronic Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/ring-a-bottle-ring-a-bottle-blue-carnival.webp,electronic-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,4.0,,
Table Top Jenga,Classic stacking game supersized for outdoor fun. Tests skill and strategy for all ages. Perfect for corporate events and family gatherings.,35,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/jenga.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly;giant-game;table;popular,,,
Can Smash,"""Ideal for school events, Can Smash offers safe, engaging fun. Test your throwing skills with this exciting, competitive tub-game rental.""",65,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/cansmash.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
Colours,"Ideal for any event, tub-games like Colours offer interactive fun, ensuring safety and compliance with TSSA standards for peace of mind.",65,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/colors.webp,party-game;game;kids;teens;school;church;corporate;community-event;tssa;large-event-friendly,,,
Froggy Fly Fling,"""Great for children's events, Froggy Fly Fling offers safe, interactive fun for young participants with easy setup and engaging play.""",99,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/item-1769874588828.jpg,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,3.0,,
Giant Connect Four,"Perfect for outdoor events, this oversized strategy game provides durable, competitive entertainment for guests of all ages during corporate gatherings or parties.",75,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/giantconnect4.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly;giant-game,,,
Giant Operation,"Ideal for corporate team building and public festivals, this oversized classic test of skill provides professional, TSSA-compliant entertainment for all ages.",149,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/operation-1770840669805.webp,party-game;game;kids;teens;school;church;corporate;community-event;tssa;large-event-friendly,6.0,,
Gone Fishin,"""Ideal for community events, this engaging game offers safe, enjoyable entertainment while encouraging friendly competition and coordination skills.""",200,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/gone-fishing.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
Large Trikes,"""Ideal for outdoor events, these large trikes offer thrilling rides for ages 8+, ensuring fun while complying with stringent safety standards.""",236,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/trykes.webp,party-game;game;kids;teens;adults;school;church;corporate;community-event;large-event-friendly,8.0,,
Quarterback Toss,"Ideal for corporate events and team building, this professional sports challenge tests throwing accuracy with heavy-duty construction and TSSA-registered safety standards.",96,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/quarterback-toss-1769874555151.jpg,party-game;game;kids;teens;school;church;corporate;community-event;tssa;high-throughput;large-event-friendly;sports,,,
Rattle Snake Round Up,"Perfect for corporate outings and school carnivals, this professionally built frame game delivers safe, interactive competition for guests of all ages.",97,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/rattle-snake-round-up-1769874504486.jpg,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
Tic Tac Toe,"""Ideal for corporate events, this Tic Tac Toe tub-game ensures fun-filled engagement while prioritizing safety and a smooth guest experience.""",65,Party Games,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/tictactoe.webp,party-game;game;kids;teens;school;church;corporate;community-event;large-event-friendly,,,
6ft Rectangular Table,"Standard 6-foot banquet table seating 6-8 guests comfortably. Perfect for food service, registration, or dining at any event.",13,Tables & Chairs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/table-rentals-windsor.webp,table-chair;event-essential;all-ages;school;church;corporate;community-event;add-on;large-event-friendly;table;popular,,,
White Folding Chair,"Classic white resin folding chairs that pair with any table setup. Clean, sturdy, and comfortable for guests of all sizes.",3,Tables & Chairs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/chairs.webp,table-chair;event-essential;all-ages;school;church;corporate;community-event;add-on;large-event-friendly;seating;popular,,,
Deluxe Mini Golf,"Ideal for events, our Deluxe Mini Golf offers engaging fun with safe play features, ensuring a memorable experience for all guests.",950,Mini Golf,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/deluxe-mini-golf-2.webp,mini-golf;game;all-ages;school;church;corporate;community-event;large-event-friendly;golf,,,
Mini Golf 9 Hole,"Perfect for corporate team building and community events, this professional nine hole course offers portable, high quality entertainment for all skill levels.",423,Mini Golf,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/9holeminigolf.webp,mini-golf;game;all-ages;school;church;corporate;community-event;large-event-friendly;golf,4.0,,
Dunk Tank,"Perfect for summer fundraisers and carnival events, this professional dunk tank offers high-impact excitement with built-in safety features for every participant.",350,Dunk Tanks,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/dunktank.webp,dunk-tank;interactive;kids;teens;adults;school;church;corporate;community-event;fundraiser;large-event-friendly;popular,10.0,,
Popcorn Machine,Commercial popcorn machine brings authentic carnival aroma to any event. Easy to operate. Includes supplies for first batch.,100,Concessions,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/28.webp,concession;food-service;all-ages;school;church;corporate;community-event;add-on;popcorn;popular,,,
Snow Cone Machine,"Perfect for large corporate events or private parties, this professional-grade machine delivers high-capacity output with reliable performance for refreshing guest safety.",85,Concessions,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/27.webp,concession;food-service;all-ages;school;church;corporate;community-event;add-on;snow-cone;summer,,,
Anniversary Hearts,"Ideal for romantic milestones, these elegant signs provide a professional high-impact display to celebrate lasting commitments with durable and weather-resistant appeal.",125,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/yard-cards-windsor.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;hearts,,,
Balloons Lawn Sign,"Ideal for any birthday celebration, these colorful lawn signs provide professional, high-energy impact to your outdoor event with quick setup.",125,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/yard-cards-mothers-day.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;outdoor,,,
Beer Mugs,"Perfect for celebrating a major milestone, these durable lawn signs offer a professional and fun way to toast any adult retirement party.",122,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/windsor-lawn-signs.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;outdoor;beer,,,
Buzzards,"Ideal for milestone retirement celebrations, these high-quality lawn signs provide a humorous and professional way to honor guests during outdoor events.",125,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/old-buzzard.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;outdoor,,,
Flamingos,"""Great for birthday celebrations, these 15 flamingo signs add whimsy and charm to any lawn, delighting guests with vibrant year-round appeal.""",125,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/happy-birthday-2.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;outdoor,,,
Golf Greeting,"""Ideal for celebrating retirements, these golf-themed signs add a playful touch to any lawn, ensuring memorable and photo-worthy moments.""",124,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/golfer-yard-card-2.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;outdoor;golf,,,
Grad Caps,"""Ideal for graduation celebrations, these vibrant lawn signs add a festive touch while being easy to install and safe for all ages.""",125,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/congrats-graduation.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;outdoor;graduation,,,
It's A Boy,"""Ideal for celebrating new arrivals, this vibrant lawn sign set makes baby announcements memorable without the need for power. Safe for all.""",125,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/new-baby.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;outdoor;baby-boy,,,
It's A Girl,"Ideal for celebrating new arrivals, this vibrant ""It's A Girl"" lawn sign set makes announcements special and memorable. Safe for all ages.",Choose A TSSA Licensed Item,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/it-s-a-girl.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;tssa;outdoor;girl,,,
Smilies,"""Great for celebrating birthdays, these cheerful smiley signs transform any lawn into a festive scene, ensuring a memorable and delightful event.""",75,Lawn Signs,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/inflatablelawnsigns.webp,lawn-sign;decor;all-ages;school;church;corporate;add-on;outdoor;smiley,,,
13x13 Colourful Castle,"Bright, versatile castle bounce house that fits any party theme. Spacious 13x13 design accommodates 6-8 kids at once. A crowd-pleasing classic.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/bounce-house/15x15-colourful-castle-1769231533047.jpg,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa,3.0,12.0,8.0
Batman Bounce,Dark Knight-themed bouncer for superhero fans. Bold Gotham graphics and spacious jump area. A hit at superhero parties.,Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/batman.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;superhero;classic-bounce,3.0,12.0,8.0
Boot Camp,"Ideal for high-energy training missions, this rugged camouflage bounce house provides a safe and professional environment for active outdoor entertainment.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/bounce-house/20250517-112741.webp,bounce-house;inflatable;kids;teens;birthday;backyard;public-event-ready;tssa;outdoor,10.0,,12.0
Race Car Bounce,Speedway-themed bouncer for young racing fans. Checkered flags and race car graphics fuel the excitement. Start your engines.,450,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/race-car.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;race-car;classic-bounce,3.0,10.0,8.0
15x15 Colourful Castle TSSA,"Bright, versatile castle bounce house that fits any party theme. Spacious 13x13 design accommodates 6-8 kids at once. A crowd-pleasing classic.",450,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/bounce-house/15x15-colourful-castle-1769231533047.jpg,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa,3.0,12.0,8.0
Carousel Big Bounce,Oversized carousel-themed bouncer that commands attention at large events. Eye-catching circus design accommodates 10-12 kids.,495,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/bounce-house/carousel-big-bounce-1769233150213.png,bounce-house;inflatable;young-kids;kids;teens;birthday;backyard;carousel;classic-bounce,3.0,14.0,12.0
13x13 Colourful Castle TSSA,"Bright, versatile castle bounce house that fits any party theme. Spacious 15x15 design accommodates 6-8 kids at once. A crowd-pleasing classic.",450,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/bounce-house/15x15-colourful-castle-1769231533047.jpg,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa,3.0,12.0,8.0
Disney Princess,Enchanting princess castle with beloved Disney characters. Perfect for princess parties. Vibrant royal colors and magical design.,Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/disney-princess.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;princess,3.0,10.0,8.0
Hula Bounce,"Ideal for tropical-themed events, the Hula Bounce delivers high-energy, safe fun. Ensure hours of entertainment with TSSA-approved reliability.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/hulabounce.webp,bounce-house;inflatable;kids;birthday;backyard;public-event-ready;tssa;classic-bounce,,,
Jurassic Jump,Prehistoric bounce house with dinosaur theming. TSSA-certified for safe bouncing through the Jurassic era. Dino fans love it.,450,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/jurassic-jump-att-sa3x4tptldatu8n7m5lkpbao6jthq2rwp5qgxmwu7u0.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;dinosaur,3.0,12.0,8.0
It's A Girl Thing,"Ideal for celebrations, this bounce house provides professional grade entertainment with a focus on safety and high energy fun.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/its-a-girl-thing.webp,bounce-house;inflatable;kids;birthday;backyard;public-event-ready;tssa;girl,,,7.0
Jungle Safari,TSSA-certified jungle adventure approved for schools and public events. Friendly safari animals spark imagination. Compliance-ready.,450,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/att-repel5awul-gi13de2g-hlf3chnbbxvg8ifgmp-4vvk.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;jungle,3.0,12.0,8.0
Jungle Adventure,"Perfect for high-energy events, this durable inflatable adventure provides a safe and professional environment for active outdoor play and physical entertainment.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/jungle-adventure.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;outdoor;jungle,3.0,8.0,
Superman,"Man of Steel-themed bouncer for superhero celebrations. Bold Kryptonian colors and heroic graphics. Up, up, and away fun.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/superman-bouncehouse.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;superhero,3.0,12.0,8.0
Tinkerbelle,Magical fairy-themed bouncer with enchanting Neverland design. Sparkling colors perfect for fairy and fantasy parties.,Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/tinkerbelle.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;princess,3.0,10.0,8.0
Wall-E,Robot-themed TSSA-certified bouncer approved for schools and public events. Charming robot graphics spark imagination. Compliance-ready.,450,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/wallee.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa,3.0,12.0,8.0
Wizard Jump,"""Ideal for school and community events, the TSSA-certified Wizard Jump ensures safe, magical fun for kids aged 3-12. Capacity: 6-8 kids.""",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/wizard-jump.webp,bounce-house;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;wizard,3.0,12.0,12.0
4-1 Wet Colourful Combo,"Versatile wet or dry combo: bounce, climb, slide, and basketball hoop. Perfect for summer water parties or dry use year-round. 2 day rental",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/4-1combo.webp,combo;bounce-slide;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;wet;dry;sports;popular,3.0,12.0,10.0
5-1 Castle Combo,Medievel castle-inspired combo for Princes and Princesses. Bounce and slide through Radiator Springs. Start your engines for fun.,Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/5-1-att-kb65mldyy7vefmgn-5f-xh62nxqtop-6x9yhw9i5siw.webp,combo;bounce-slide;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;popular,3.0,10.0,7.0
Giant Hulk Combo Wet or Dry,Action-packed wet/dry combo with towering slide and spacious bounce area. Perfect for superhero-themed parties and summer events. TSSA certified.,550,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/hulk-wet-dry.webp,combo;bounce-slide;inflatable;kids;birthday;backyard;public-event-ready;tssa;wet;dry;superhero;popular,,,
Jurassic Island Bounce & Slide,"Ideal for thrilling events, the Jurassic Island Bounce & Slide combines bouncing and sliding, ensuring safe, high-energy excitement for endless entertainment.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/combo/jurrasic-combo.webp,combo;bounce-slide;inflatable;kids;birthday;backyard;public-event-ready;tssa;dinosaur;popular,,,
Under The Sea,"Perfect for marine-themed events, this TSSA-licensed multi-activity combo features a spacious jumping area and slide for safe, high-energy entertainment.",499,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/combo/20241101-133002-1.webp,combo;bounce-slide;inflatable;kids;birthday;backyard;public-event-ready;tssa;ocean,4.0,,8.0
4-1 Wet Dry Colourful Combo 18x20,"2 Day Rental Only - All-in-one dry combo with bounce, climb, slide, and basketball hoop. Four activities in one rental. Year-round party favorite.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/4-1wet18x20.webp,combo;bounce-slide;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;wet;dry;sports,3.0,12.0,10.0
Transporter Combo,"Ideal for high-attendance corporate events, this professional TSSA certified combo offers premium safety and versatile play for demanding event planning requirements.",499,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/porter.webp,combo;bounce-slide;inflatable;kids;birthday;backyard;public-event-ready;tssa;race-car,4.0,,8.0
The Regency Combo,Premium castle combo with elegant royal design. Bounce area plus slide for sophisticated princess parties. Refined and impressive.,545,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/theregency.webp,combo;bounce-slide;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;princess,3.0,12.0,10.0
Dry Hulk,"Ideal for high-energy events, this combo unit offers a professional-grade experience with integrated safety features and a jumping area full of obstacles. Dry use only.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/hulk-dry-1769873653746.webp,combo;bounce-slide;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;dry;superhero,3.0,12.0,
Spiderman Combo TSSA,"""Ideal for superhero-themed parties, the Spiderman dry Combo offers safe, high-energy fun for kids aged 3-12, accommodating up to 10.""",540,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/batman-combo-1770671372170.JPG,combo;bounce-slide;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;dry;superhero,3.0,12.0,10.0
Marble Combo,"Ideal for corporate family events, the Marble Combo offers a safe, exciting experience, combining jumping and sliding for endless entertainment.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/4-1combowet.webp,combo;bounce-slide;inflatable;kids;birthday;backyard;public-event-ready;tssa,,,
Spiderman Combo,Web-slinging combo with bounce area and slide. TSSA-certified superhero action for birthday parties and events. Spidey fans' top choice.,Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/combo/20250614-122018.webp,combo;bounce-slide;inflatable;young-kids;kids;birthday;backyard;public-event-ready;tssa;superhero,3.0,12.0,10.0
Sport Adventure 7-1 Combo,"Ultimate 7-in-1 sports combo with bounce, slide, climb, basketball, and more. Maximum activities for large events. The entertainment centerpiece.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/7-1.webp,combo;bounce-slide;inflatable;young-kids;kids;teens;birthday;backyard;public-event-ready;tssa;sports,3.0,16.0,8.0
